# "year", "no", "page", "clipno", "area", "class"
2013,10,35,1,870111,1
2013,9,89,1,1453218,1
2014,6,16,4,43524,0
2013,9,49,7,78936,0
2014,2,92,0,5964,0
2014,3,19,3,11340,0
2013,8,93,0,5964,0
2014,7,53,3,71004,0
2014,3,61,0,567600,1
2014,2,9,2,1334232,0
2014,1,48,0,15708,0
2014,9,56,0,34974,0
2014,10,91,5,12834,0
2013,9,51,0,1254669,1
2014,3,91,1,62622,0
2014,5,3,1,5712,0
2014,9,84,6,5049,0
2014,5,51,0,5700,0
2013,10,55,7,5184,0
2013,9,41,7,1174545,1
2014,5,41,2,1027044,1
2014,9,54,2,113220,1
2014,1,10,0,588375,1
2013,8,83,3,1156596,1
2014,10,40,0,406587,1
2014,7,56,2,52920,0
2013,9,8,3,200655,1
2014,1,20,1,36852,0
2013,8,21,2,567567,1
2014,4,15,0,14418,0
2014,3,86,8,368220,0
2014,8,34,3,29394,0
2014,2,4,10,18549,0
2014,2,94,11,23256,0
2014,9,94,16,5049,0
2013,9,11,0,14352,0
2013,10,4,8,15066,0
2014,1,73,2,515343,0
2013,9,30,0,1467726,1
2014,1,58,0,4494,0
2014,10,63,1,18564,0
2014,10,98,9,558348,1
2014,8,7,3,5940,0
2014,9,95,2,17556,0
2013,8,14,0,4284,0
2014,9,88,13,333750,0
2013,8,79,4,16554,0
2014,3,27,0,1467726,1
2014,3,4,9,16281,0
2014,2,51,4,231267,1
2014,9,94,11,21420,0
2014,9,6,4,1360044,1
2014,4,4,3,18960,0
2014,3,42,0,1467726,0
2013,8,72,0,262668,0
2013,8,3,5,855972,1
2014,10,14,6,46134,0
2014,5,23,0,770904,1
2014,4,84,3,888030,1
2014,1,47,5,79785,0
2014,10,57,6,5328,0
2014,3,49,1,203364,0
2014,5,22,1,20418,0
2014,9,85,1,3024,0
2014,9,27,5,58302,0
2014,7,22,5,92001,0
2014,1,70,9,21414,0
2014,1,60,3,33768,0
2014,10,88,2,58725,0
2014,6,85,1,2604,0
2014,4,66,0,23478,0
2013,9,17,2,9522,0
2014,7,80,2,64449,0
2014,9,99,3,12675,0
2014,3,29,2,72009,0
2014,5,8,2,1051365,1
2014,3,4,11,17313,0
2014,10,14,0,52260,0
2013,8,1,2,187224,0
2014,9,74,0,348096,1
2014,9,4,8,19314,0
2014,1,75,0,1248426,1
2014,8,84,2,16605,0
2014,9,17,2,58905,0
2014,10,94,8,46206,0
2014,3,5,0,46926,0
2014,7,92,2,115443,0
2014,1,4,11,18444,0
2014,6,94,12,52824,0
2013,9,90,11,15651,0
2014,10,83,8,8970,0
2014,4,54,0,30528,0
2014,4,43,0,746610,1
2014,7,99,1,132351,0
2014,3,94,17,22644,0
2013,8,80,1,673839,1
2013,10,90,1,4539,0
2013,10,88,1,13464,0
2013,8,94,3,15552,0
2014,5,42,1,464499,1
2014,5,88,7,44400,0
2014,9,58,0,3948,0
2013,10,3,4,32700,0
2013,9,80,1,675108,1
2014,4,80,5,127779,0
2014,4,67,2,803061,1
2014,4,94,11,23256,0
2014,7,26,2,30555,0
2014,10,70,2,20826,0
2014,6,85,2,9750,0
2014,8,24,4,746610,1
2014,9,6,2,8904,0
2013,10,96,7,282366,1
2014,4,84,5,5049,0
2013,9,27,4,7749,0
2013,8,35,1,1154514,1
2014,5,44,0,1467726,1
2014,8,67,2,1030686,1
2014,6,17,4,1178352,1
2014,5,90,7,43659,0
2014,7,60,1,10212,0
2014,10,57,11,6171,0
2014,2,4,5,7467,0
2014,1,91,6,4575,0
2014,2,29,1,332028,1
2014,10,4,6,16281,0
2014,4,77,0,2646,0
2014,3,51,3,44118,0
2014,10,80,3,84600,0
2014,6,88,12,101745,0
2014,1,14,1,1176066,1
2013,8,35,2,13824,1
2014,9,27,9,4332,0
2014,6,34,3,427350,1
2014,6,3,3,24174,0
2014,2,2,1,231267,1
2014,2,49,3,351600,1
2014,1,96,6,15552,0
2013,9,16,2,16032,0
2014,9,61,3,115104,1
2013,10,50,0,6090,0
2014,6,53,3,41202,0
2014,9,73,15,70875,1
2014,8,35,0,1467726,1
2014,4,64,3,52326,0
2014,9,85,5,1004640,1
2014,6,81,3,1467726,1
2014,6,95,4,22707,0
2014,7,86,9,5049,0
2014,9,92,6,617760,0
2014,4,12,2,27456,0
2014,8,24,1,8316,0
2014,1,45,0,2478,0
2014,9,27,3,5529,0
2013,8,96,1,29184,0
2014,10,98,0,2301,0
2014,8,26,2,34821,0
2014,8,54,2,300330,1
2014,2,90,6,1397604,0
2014,4,82,3,14553,0
2013,10,46,3,37164,0
2014,10,65,2,5586,0
2013,10,68,2,205686,1
2014,6,97,0,2604,0
2014,7,69,6,900,0
2014,2,24,1,637350,1
2014,5,10,0,1306008,1
2014,9,4,1,39816,0
2014,5,4,3,15486,0
2014,2,79,0,19404,0
2014,9,30,1,378009,1
2014,1,98,3,99456,0
2013,9,78,2,1214955,1
2013,8,30,0,997908,1
2013,8,92,1,236340,0
2014,9,3,4,227520,0
2014,9,5,1,46926,0
2014,1,86,0,4536,0
2014,10,76,1,266271,1
2014,10,97,3,19575,0
2013,9,99,0,37710,0
2014,8,57,1,1264368,1
2014,9,83,2,32208,0
2014,7,44,1,9675,0
2014,8,68,0,615009,1
2013,9,64,5,303225,1
2014,3,53,6,9048,0
2014,6,60,1,22344,0
2014,8,47,1,303048,1
2014,3,29,0,28917,0
2014,1,96,3,56133,0
2014,5,79,4,650565,1
2013,9,87,6,95850,1
2014,6,60,0,491184,1
2014,10,22,0,81243,0
2014,9,23,3,491436,1
2014,3,52,1,463536,1
2014,3,88,8,31740,0
2014,9,91,11,4575,0
2014,3,39,1,408606,1
2014,2,35,8,87204,0
2014,7,4,3,9576,0
2013,10,66,9,21414,0
2014,10,12,3,1400022,1
2014,1,86,5,172617,0
2014,7,84,1,76635,0
2014,9,58,2,427035,1
2014,8,88,3,7638,0
2013,8,78,0,23478,0
2014,7,13,0,68760,0
2014,9,95,4,6561,0
2013,9,66,2,226380,1
2013,9,8,5,34452,0
2013,9,12,0,1226340,1
2014,4,4,8,20088,0
2013,10,91,0,8844,0
2014,7,46,1,112860,0
2013,8,97,6,93744,0
2014,10,95,3,22707,0
2014,1,5,3,5940,0
2014,6,33,1,898722,1
2013,9,95,4,70290,0
2014,2,33,1,24180,0
2013,8,82,0,158400,0
2013,9,6,7,4800,0
2014,4,77,3,161541,0
2013,10,72,6,42210,0
2014,10,21,0,6576,0
2014,4,81,0,12036,0
2014,6,31,4,538560,1
2014,2,45,1,23142,0
2014,2,18,0,1197936,1
2014,5,53,5,2430,0
2013,10,33,3,426933,1
2014,10,93,0,6174,0
2014,5,7,1,74304,0
2014,1,81,3,6201,0
2014,10,39,2,194526,0
2014,7,91,12,4575,0
2014,1,35,3,506850,1
2014,3,63,4,445968,1
2014,9,34,0,1027266,1
2014,6,12,1,51528,0
2014,9,83,5,100608,0
2014,10,33,3,3780,0
2014,2,96,6,494760,1
2014,4,88,2,58725,0
2014,8,6,11,15486,0
2014,7,31,1,1269450,1
2013,8,74,8,68949,0
2014,3,91,5,12834,0
2014,3,93,3,5940,0
2014,2,97,10,5100,0
2014,9,3,1,78336,0
2013,9,4,12,41124,0
2014,4,88,3,7638,0
2014,4,57,3,57024,0
2014,5,67,4,84348,0
2014,2,87,4,196812,1
2013,9,98,4,427569,1
2014,1,29,0,2520,0
2014,3,16,0,34884,0
2014,2,87,7,46800,1
2013,10,77,0,8733,0
2014,6,88,3,7638,0
2014,5,6,0,1362357,1
2014,7,85,8,4752,0
2014,2,6,0,6150,0
2014,7,95,0,2310,0
2014,10,65,0,1017939,0
2014,1,96,0,2142,0
2014,4,75,0,12126,0
2014,2,100,4,7452,0
2013,9,70,0,1248426,1
2014,10,28,0,2478,0
2014,8,20,3,14904,0
2014,1,63,14,70875,0
2014,10,1,0,98439,1
2014,2,77,4,112875,0
2014,1,81,4,1467726,1
2014,4,88,0,6426,0
2014,1,91,5,13764,0
2014,8,87,6,46800,1
2014,3,87,5,86976,1
2014,2,47,1,2184,0
2013,8,14,1,1467726,1
2014,7,88,11,146661,0
2014,7,13,1,12654,0
2014,3,94,16,9828,0
2014,6,8,2,111456,1
2014,7,40,0,37962,0
2014,2,93,8,4752,0
2014,7,92,1,110376,0
2013,9,94,12,9639,0
2014,8,96,3,31950,0
2013,9,76,5,453033,1
2014,10,41,1,142560,0
2014,9,33,1,9984,0
2013,10,33,4,52398,0
2014,8,18,1,780759,1
2013,10,80,2,66456,0
2014,2,35,2,106848,0
2014,1,16,0,1254921,1
2014,6,39,4,189954,0
2014,8,94,2,70668,0
2014,5,3,4,34998,0
2014,9,73,11,509076,0
2013,10,83,4,1156596,1
2013,10,88,12,159132,0
2014,6,41,2,1467726,1
2014,9,92,2,115443,0
2013,10,55,4,2880,0
2014,7,81,5,4209,0
2014,9,15,3,84006,0
2014,4,50,1,390999,1
2014,10,75,0,2478,0
2014,4,24,2,63450,0
2014,7,91,11,2520,0
2014,8,56,3,59286,0
2013,8,8,3,43524,0
2014,2,4,1,2814,0
2014,5,77,3,717474,1
2014,5,82,6,298560,1
2014,5,41,0,2520,0
2014,7,21,4,799419,1
2014,1,28,3,1467726,0
2013,9,34,1,1467726,1
2014,6,83,0,100608,0
2014,7,50,0,362313,1
2014,5,97,2,273900,0
2013,8,55,3,55083,0
2014,5,84,0,2772,0
2014,8,89,2,34656,0
2014,3,14,4,43524,0
2013,9,87,0,2520,0
2014,4,60,0,1467726,1
2014,7,87,0,2520,0
2014,9,95,14,5100,0
2014,8,31,2,58674,0
2014,1,4,17,7182,0
2014,10,4,5,24099,0
2014,8,49,2,18444,1
2014,8,88,12,103635,0
2013,9,96,3,76275,0
2014,8,88,7,45732,0
2014,9,53,3,1425843,1
2014,3,69,0,1467726,1
2014,5,27,3,1161972,1
2014,3,18,2,43524,0
2014,2,59,4,70923,0
2014,1,94,12,9639,0
2014,4,66,4,16554,0
2014,10,63,2,1315392,1
2013,8,54,1,1330551,1
2014,7,6,3,1362357,1
2014,1,70,8,18576,0
2014,10,98,10,4545,0
2013,10,62,2,24795,0
2014,4,64,2,11340,0
2014,2,41,3,11880,0
2014,7,57,8,5184,0
2014,5,48,1,908796,1
2014,5,16,0,1107351,1
2014,10,8,0,7560,0
2014,7,44,2,1216809,1
2014,4,91,0,8643,0
2014,9,20,4,43680,0
2014,4,93,2,89856,0
2014,2,49,1,115800,0
2014,9,87,8,732342,1
2013,10,34,0,3648,0
2014,10,59,3,120690,0
2014,10,94,16,5049,0
2014,8,68,2,418608,1
2014,8,84,5,5049,0
2014,4,96,5,7656,0
2014,3,88,14,333216,0
2014,5,51,9,218943,0
2014,3,61,1,627183,1
2014,7,4,19,42864,0
2014,1,36,0,2052,0
2014,10,56,2,145260,0
2014,2,37,0,1467726,1
2013,8,74,0,11115,0
2014,9,28,0,1467726,1
2014,6,85,5,63048,0
2014,1,95,0,5796,0
2014,7,4,16,264735,1
2014,6,93,5,4752,0
2014,2,95,4,53820,0
2014,7,69,8,344277,0
2014,4,94,5,22644,0
2013,10,61,3,155382,0
2014,5,80,3,84600,0
2013,9,4,8,16530,0
2014,8,18,0,4662,0
2013,9,19,2,129600,1
2013,8,67,0,728400,1
2013,10,90,10,9261,0
2014,9,87,6,86976,1
2014,1,55,2,834054,1
2013,9,95,5,728400,1
2014,4,57,4,68034,0
2013,8,65,0,25740,0
2014,1,27,0,6480,0
2014,1,85,0,66603,0
2014,4,16,6,1467726,1
2013,10,76,7,16983,0
2014,3,14,3,55227,0
2013,8,87,5,86976,1
2014,4,80,4,161568,0
2013,8,5,2,6237,0
2014,10,3,2,31899,0
2013,10,76,5,261960,0
2014,5,29,1,26754,0
2014,7,57,1,71874,0
2014,9,58,1,187950,0
2014,3,7,2,9135,0
2014,10,32,0,1467726,0
2014,10,33,2,64527,0
2014,10,99,1,2430,0
2014,3,60,1,1467726,1
2014,5,23,2,73575,0
2014,10,57,7,5130,0
2014,1,7,2,20706,0
2013,10,94,17,4620,0
2014,5,86,4,237843,1
2013,8,86,2,62916,1
2014,8,95,0,2310,0
2014,4,90,7,43659,0
2014,8,61,2,328350,0
2014,10,21,3,20328,0
2014,6,92,1,110376,0
2014,5,84,4,888030,1
2014,5,88,6,54108,0
2014,6,4,14,338706,1
2014,7,84,2,101331,0
2014,3,99,0,37710,0
2014,8,50,1,63765,0
2014,4,24,3,16362,0
2014,7,12,1,1162629,1
2014,7,88,10,44016,0
2014,4,19,0,19434,0
2014,9,87,1,2898,0
2014,10,55,1,3390,0
2014,5,86,3,172617,0
2014,8,49,4,80520,0
2014,1,17,0,1467726,1
2014,7,35,0,425544,1
2013,8,51,2,49608,0
2014,5,64,1,19764,0
2014,3,44,0,39150,0
2013,9,94,10,23256,0
2014,7,84,6,5049,0
2014,7,71,4,16020,0
2013,8,60,2,4221,0
2014,10,57,0,27246,0
2014,6,48,1,779388,1
2014,6,11,5,17391,0
2014,9,61,2,7380,0
2014,4,91,7,4557,0
2014,10,82,6,5049,0
2014,9,33,7,196620,1
2014,3,51,4,18957,0
2014,2,100,0,37596,0
2013,10,4,12,264180,1
2014,4,10,3,43524,0
2013,9,95,1,2898,0
2013,8,5,1,5940,0
2013,9,17,4,7194,0
2014,2,88,10,36156,0
2014,1,90,2,4539,0
2013,10,16,0,15708,0
2014,6,24,1,1322646,1
2014,3,100,0,1467726,1
2014,6,29,0,184671,0
2014,8,6,2,17556,0
2013,10,45,0,1070004,1
2013,9,33,0,72105,0
2014,6,86,2,68295,0
2013,10,27,2,178458,1
2014,8,11,2,14742,0
2014,8,31,0,4770,0
2014,10,33,6,482112,1
2014,8,80,8,93984,0
2013,8,84,4,3948,0
2014,1,90,1,8400,0
2014,8,10,5,1387932,1
2014,3,7,0,111825,0
2014,7,99,4,113169,0
2013,8,49,0,1104894,0
2014,10,15,0,3795,0
2014,3,72,0,1467726,1
2013,8,64,2,1425843,1
2014,9,92,4,57021,0
2014,10,94,7,9204,0
2014,8,69,0,14958,0
2014,6,97,6,20436,0
2013,9,94,13,22950,0
2013,9,22,0,1287447,1
2014,10,84,5,5049,0
2014,6,47,0,20196,0
2013,9,93,1,22176,0
2014,3,65,0,230880,0
2014,7,99,6,2184,0
2014,3,73,1,1467726,1
2014,5,53,10,223482,1
2014,4,95,5,213282,1
2014,4,91,12,4575,0
2014,4,64,8,101898,0
2013,9,92,3,49662,0
2014,1,43,2,198912,1
2014,7,94,10,50175,0
2013,8,53,2,54096,1
2014,5,91,12,4575,0
2014,6,88,10,44016,0
2014,5,31,1,537195,1
2014,4,83,2,24459,0
2014,8,96,9,4998,0
2014,6,21,0,1467726,1
2013,8,91,3,1450800,1
2014,1,24,2,33966,0
2014,8,19,2,16644,0
2014,7,37,2,44652,0
2014,8,86,0,4620,0
2014,10,94,0,6048,0
2013,10,67,2,278355,1
2014,3,57,4,5712,0
2014,9,4,3,7467,0
2014,2,27,0,8232,0
2014,6,80,5,127779,0
2014,1,4,6,17739,0
2013,9,93,7,110592,0
2014,5,91,11,2520,0
2014,2,4,9,18270,0
2014,9,3,0,14904,0
2014,3,53,4,959238,1
2014,9,76,0,1114452,1
2014,9,7,0,1362357,1
2014,10,13,7,108576,0
2014,3,55,1,2310,0
2014,3,45,2,759357,1
2014,7,94,18,92136,0
2014,3,86,0,4200,0
2013,8,74,9,1467726,1
2014,5,4,0,4704,0
2014,10,56,1,52815,0
2014,3,62,0,4200,0
2013,9,91,1,24552,0
2013,9,39,0,1467726,1
2014,6,94,1,15768,0
2013,9,74,6,82005,0
2014,2,12,2,43524,0
2014,7,95,4,4995,0
2014,3,96,3,182259,0
2014,8,78,2,428175,1
2014,4,12,3,53382,0
2014,3,38,0,12312,0
2014,9,94,14,92340,0
2014,3,67,2,1467726,1
2013,8,93,5,99459,0
2014,7,65,0,5700,0
2014,1,89,1,1453218,1
2014,6,90,3,7056,0
2014,2,4,3,18960,0
2014,6,31,5,1198218,1
2014,6,57,1,37944,0
2013,9,40,0,195435,0
2014,7,65,5,35520,0
2014,10,21,6,24225,0
2014,5,90,0,4275,0
2013,8,51,4,24354,0
2014,4,4,0,4956,0
2013,9,24,1,1382139,1
2014,10,72,0,1303836,1
2014,5,93,0,5040,0
2014,9,97,7,6096,0
2014,4,7,3,1366440,1
2013,10,90,13,42471,0
2014,7,19,1,122928,0
2014,2,65,1,3696,0
2014,7,88,13,333750,0
2014,7,55,2,720252,1
2014,4,38,1,1467726,1
2014,1,23,1,2613,0
2014,2,65,2,34221,0
2013,8,94,8,22950,0
2014,4,94,19,4620,0
2014,7,95,5,3168,0
2014,6,53,5,64512,0
2014,1,86,6,237843,1
2014,5,30,0,636888,1
2014,9,73,3,2478,0
2014,3,95,4,35763,0
2014,8,6,18,20010,0
2014,9,99,1,2310,0
2014,5,90,6,1395186,0
2014,7,63,3,85095,0
2014,3,4,0,5208,0
2014,4,64,5,35520,0
2014,1,90,3,17226,0
2013,9,49,13,6624,0
2014,3,98,2,30744,0
2014,5,99,3,56682,0
2014,2,47,0,2520,0
2014,2,87,6,95850,1
2014,7,87,5,244737,1
2014,1,63,5,5856,0
2014,2,85,2,54285,0
2014,8,96,0,4662,0
2014,10,28,4,599778,1
2013,8,5,3,1467726,1
2014,9,13,4,7500,0
2014,10,14,8,31374,0
2014,4,67,1,303222,1
2014,9,95,13,9360,0
2013,10,88,4,149058,0
2014,1,92,1,236340,0
2014,2,44,0,28272,0
2013,9,16,3,10464,0
2013,8,95,0,2478,0
2014,7,92,4,49662,0
2013,9,91,2,4914,0
2014,9,70,1,485160,1
2014,2,76,2,305280,1
2014,3,30,0,500775,1
2014,8,9,0,2352,0
2013,9,35,3,391482,1
2014,4,27,2,319956,1
2014,10,99,0,2310,0
2014,7,38,1,382410,0
2013,8,99,1,22464,0
2014,7,86,8,14007,0
2014,3,96,7,646455,1
2014,10,59,6,970593,1
2014,7,4,2,11400,0
2014,10,91,12,17802,0
2014,6,17,3,41241,0
2013,8,87,3,48276,0
2014,2,83,4,1166712,1
2014,5,12,1,583695,1
2014,7,65,6,21978,0
2014,8,95,10,5100,0
2014,4,9,0,10440,0
2014,2,81,1,119400,1
2014,10,77,2,42768,0
2014,7,81,1,122409,0
2014,5,90,1,6000,0
2013,9,49,11,3552,0
2014,1,92,3,49662,0
2014,8,86,5,23400,0
2014,7,41,0,24273,0
2014,6,19,3,339015,1
2013,9,90,10,9261,0
2014,8,67,1,405060,1
2014,4,65,1,89010,0
2013,9,76,0,196668,0
2014,5,80,1,673839,1
2014,5,78,2,319725,1
2013,8,97,9,5202,0
2014,5,96,4,47952,0
2014,8,99,4,5049,0
2014,9,66,0,679233,0
2014,10,46,0,383028,1
2014,1,60,2,164724,0
2014,7,30,1,15549,0
2014,5,95,4,35763,0
2013,10,28,0,212892,0
2014,6,87,3,48276,0
2014,10,90,3,3618,0
2013,8,83,2,108528,0
2013,9,66,3,205686,1
2013,8,90,3,1911,0
2014,2,41,1,22110,0
2013,8,87,9,638001,1
2014,4,39,1,2100,0
2014,7,34,2,45864,0
2013,10,82,2,123096,0
2013,8,12,0,11256,0
2014,2,61,1,2184,0
2013,9,90,13,42471,0
2014,9,57,1,47580,0
2013,10,61,2,268224,0
2014,9,39,3,90240,0
2014,1,12,0,4536,0
2014,5,22,7,626400,1
2014,1,88,3,7638,0
2014,6,10,1,53196,1
2014,3,55,3,45978,0
2014,10,83,0,174369,0
2013,9,5,1,6174,0
2014,4,9,2,42480,1
2014,3,70,0,23478,0
2014,1,99,0,37710,0
2014,5,8,4,43524,0
2013,10,98,4,85617,0
2014,10,45,0,1467726,0
2014,4,97,5,117480,0
2014,9,94,10,9381,0
2014,1,94,0,5754,0
2014,9,92,5,49662,0
2014,4,79,2,653958,1
2014,8,28,8,15276,0
2014,9,95,12,32994,0
2014,7,30,3,1270809,1
2013,10,88,0,6426,0
2014,8,6,0,4662,0
2014,10,64,4,12282,0
2014,4,18,4,43524,0
2014,1,82,8,298560,1
2014,4,88,12,98910,0
2014,8,29,0,2520,0
2014,5,29,5,852,0
2014,8,81,2,4002,0
2014,5,94,13,9639,0
2014,10,91,10,2520,0
2014,9,17,3,41940,0
2014,7,3,0,6132,0
2014,8,16,0,4662,0
2014,10,15,1,1391244,1
2014,7,22,1,122976,0
2013,9,11,3,112812,0
2014,6,27,0,1467726,1
2014,1,63,0,27189,0
2013,9,13,4,172536,0
2014,9,18,2,49542,0
2014,6,97,5,45576,0
2013,8,31,0,1229175,1
2014,4,97,6,36828,0
2014,3,65,3,57024,0
2014,3,52,0,5376,0
2014,6,90,5,16128,0
2014,4,10,2,22080,0
2014,10,47,0,13140,0
2014,1,47,8,112395,0
2014,1,81,1,12036,0
2014,1,94,13,22950,0
2014,5,28,2,16632,0
2013,10,92,6,5049,0
2014,6,98,2,20736,0
2014,3,73,0,64269,1
2013,10,17,0,5967,0
2013,9,94,3,15552,0
2014,4,52,0,39639,0
2014,6,81,2,4002,0
2014,10,61,2,812166,1
2014,4,57,1,48510,0
2014,6,81,0,12036,0
2014,9,16,0,52650,0
2014,9,70,3,17088,0
2014,6,25,0,5265,0
2014,2,25,2,1467726,1
2014,8,78,9,28356,0
2013,8,76,11,148512,0
2014,1,99,4,56682,0
2013,10,39,2,1165410,1
2014,8,85,4,1006200,1
2013,8,93,7,110592,0
2014,10,81,5,3096,0
2014,2,52,6,46452,0
2014,5,5,4,123492,0
2014,8,63,8,5136,0
2014,7,81,2,4002,0
2014,1,63,12,7224,0
2014,8,99,2,1025202,1
2014,9,91,12,17802,0
2013,8,53,0,5100,0
2014,2,97,2,103296,0
2014,7,24,5,804138,1
2013,10,88,11,146661,0
2014,3,81,0,12036,0
2014,9,90,6,43659,0
2014,8,20,4,43524,0
2014,7,81,4,8439,0
2014,7,88,9,47850,0
2014,8,58,1,579540,0
2014,4,9,4,4104,0
2014,9,21,4,48825,0
2014,9,88,12,103635,0
2014,2,76,1,72450,0
2014,4,74,1,439521,1
2014,8,12,3,816945,1
2014,10,57,9,3552,0
2014,2,97,3,12648,0
2014,6,83,1,24459,0
2014,2,40,3,28140,0
2014,8,88,4,227070,0
2014,2,47,5,233688,0
2014,7,24,7,12546,0
2014,9,96,3,6426,0
2014,3,60,2,8424,0
2014,7,3,5,16236,0
2014,10,43,3,47916,0
2013,9,94,17,4620,0
2014,8,78,6,3312,0
2014,6,97,3,19932,0
2014,3,12,3,43524,0
2014,7,93,4,264096,1
2013,10,73,1,1161600,1
2014,2,76,0,78303,1
2014,8,47,2,515775,1
2014,3,72,1,19980,0
2014,7,32,0,1467726,1
2014,1,94,1,22950,0
2013,10,57,2,161778,0
2014,8,85,3,100905,1
2014,9,21,3,20328,0
2013,9,83,1,20160,0
2014,1,65,0,7140,0
2013,9,22,1,6696,0
2014,10,11,3,575436,1
2013,8,37,0,10914,0
2014,8,49,0,8721,0
2014,8,25,2,1085316,1
2014,6,8,4,72705,0
2013,9,83,3,1156596,1
2014,1,72,4,16554,0
2014,7,95,1,3105,0
2013,9,66,5,16554,0
2014,1,87,5,86976,1
2014,1,16,1,43524,0
2014,10,57,13,8568,0
2014,9,73,6,7392,0
2013,8,81,3,6201,0
2014,1,93,7,126690,0
2014,10,91,9,10452,0
2014,9,17,0,4770,0
2014,2,8,3,43524,0
2014,2,99,4,56682,0
2014,10,20,0,280029,0
2014,2,18,1,43524,0
2014,9,81,2,120600,0
2014,10,85,1,2898,0
2014,10,93,2,89856,0
2014,2,92,4,617760,1
2013,10,87,9,638001,1
2014,10,91,11,4575,0
2014,4,69,2,459648,1
2013,8,70,1,31050,1
2014,4,19,6,57420,0
2014,1,32,0,20832,0
2014,10,57,1,71874,0
2013,10,80,4,161007,0
2014,7,4,4,18468,0
2014,2,17,1,101097,0
2014,5,92,7,28836,0
2014,8,33,0,1467726,1
2013,9,68,1,75600,1
2014,2,47,2,303024,1
2014,9,55,0,70065,0
2014,2,7,0,1364670,1
2014,6,58,0,308955,1
2014,10,67,0,143808,0
2013,8,99,3,861213,1
2014,9,19,1,1216254,1
2014,3,21,1,12753,0
2013,9,34,0,32886,0
2014,4,88,7,44400,0
2014,9,82,0,186636,0
2013,10,35,0,12480,0
2014,8,11,3,1222683,1
2014,9,14,2,10491,0
2014,9,37,2,43920,0
2014,9,92,3,20700,0
2014,2,86,6,237843,1
2014,2,96,0,2184,0
2014,10,39,4,251748,1
2014,2,64,0,1467726,1
2014,10,11,0,34317,0
2014,5,70,3,147246,0
2014,4,4,15,338706,1
2014,2,59,2,41202,1
2014,5,87,3,86976,1
2014,2,43,1,1063233,1
2014,5,52,7,78228,1
2013,8,60,5,164628,0
2014,7,84,4,888030,1
2014,7,70,1,925068,1
2014,7,28,0,1467726,1
2014,10,70,0,522042,1
2014,1,31,3,222945,0
2014,5,26,5,27144,0
2014,8,82,1,13440,0
2014,1,61,1,101205,0
2014,2,97,7,24735,0
2013,10,85,2,906912,1
2013,8,87,6,95850,1
2014,10,85,7,5580,0
2014,3,92,2,89661,0
2013,8,84,3,888030,1
2014,3,12,1,1094634,1
2014,9,98,1,16830,0
2014,7,58,1,1358916,1
2014,4,88,10,44016,0
2014,1,83,2,11664,0
2014,9,58,3,117216,0
2014,8,90,1,39672,0
2014,6,82,2,184473,0
2014,4,68,8,8178,0
2013,8,6,2,28458,0
2014,3,94,9,22950,0
2014,3,59,1,199017,1
2014,7,27,6,20679,0
2014,3,96,6,7656,0
2014,2,92,1,236340,0
2014,6,61,6,139302,0
2014,1,94,6,22950,0
2013,10,48,0,1467726,1
2014,4,94,2,22950,0
2013,9,14,1,10017,0
2013,10,86,9,368220,0
2014,2,91,12,17802,0
2014,8,56,0,16725,0
2013,8,89,1,1453218,1
2014,2,70,6,29928,0
2013,10,86,11,5049,0
2013,8,6,1,53280,0
2014,2,17,3,5460,0
2014,6,85,10,5580,0
2013,9,96,4,48564,0
2014,3,60,0,2133,0
2014,8,97,2,135090,1
2013,10,82,0,158400,0
2013,9,49,16,6966,0
2014,5,94,8,47424,0
2014,1,6,1,1360590,1
2013,9,90,2,4050,0
2014,7,98,2,1027512,1
2013,10,93,4,99072,0
2014,7,83,0,100608,0
2014,2,84,0,77220,0
2014,6,96,3,31950,0
2013,8,55,4,870840,1
2014,2,68,0,1358916,1
2014,2,5,4,123492,0
2014,9,82,4,184800,0
2013,10,87,0,2520,0
2014,7,94,9,22950,0
2014,8,63,11,7038,0
2014,2,20,0,910500,1
2014,2,10,2,26910,0
2014,7,97,1,249444,1
2014,7,37,0,3996,0
2013,9,95,0,2478,0
2014,9,27,10,4230,0
2014,2,15,0,1467726,1
2014,10,13,11,9558,0
2014,8,80,4,3402,0
2014,9,21,8,15390,0
2013,10,55,13,569742,0
2014,5,4,5,13137,0
2014,10,8,2,1373424,1
2014,9,93,7,4752,0
2014,6,4,11,58995,0
2014,3,46,4,18696,0
2014,7,21,0,7392,0
2014,1,100,0,10080,0
2014,8,68,1,14835,0
2013,9,49,3,66045,0
2014,10,82,4,184800,0
2014,8,93,1,22572,0
2013,9,43,2,10611,0
2014,8,25,0,2478,0
2014,9,93,5,119505,0
2013,8,12,1,47700,0
2014,7,16,0,1177632,1
2014,3,41,0,949212,1
2014,7,3,1,78336,0
2014,5,31,0,852228,1
2014,1,82,6,6237,0
2014,5,97,11,5049,0
2014,3,98,0,70785,0
2014,7,93,3,5940,0
2014,10,99,6,5049,0
2013,8,94,1,22950,0
2014,2,94,9,22950,0
2014,9,32,0,195435,0
2014,9,5,3,6237,0
2014,10,25,3,170739,0
2014,8,86,2,136656,0
2014,3,78,1,306900,1
2014,8,56,4,755244,1
2013,8,80,5,125487,0
2014,4,95,6,53640,0
2014,2,91,5,12834,0
2014,10,36,3,79056,0
2013,8,42,0,26445,0
2014,5,33,1,1201746,1
2014,5,67,3,134532,0
2014,4,25,1,2100,0
